"Date","Price","Open","High","Low","Vol.","Change %"
"2016-06-13","122.64","122.80","122.83","122.03","12.59M","0.74%"
"2016-06-10","121.74","121.55","122.10","121.17","13.94M","0.40%"
"2016-06-09","121.25","120.61","121.48","120.55","12.17M","0.56%"
"2016-06-08","120.58","120.30","120.78","120.23","11.66M","1.48%"
"2016-06-07","118.82","118.50","119.02","118.41","4.60M","-0.08%"
"2016-06-06","118.92","118.89","119.17","118.45","9.89M","0.03%"
"2016-06-03","118.88","118.25","118.89","118.23","14.61M","2.78%"
"2016-06-02","115.67","115.78","115.97","115.58","4.59M","-0.23%"
"2016-06-01","115.94","115.97","116.14","115.20","8.40M","-0.10%"
"2016-05-31","116.06","115.76","116.40","115.50","8.19M","0.38%"
"2016-05-27","115.62","116.27","116.36","115.29","8.69M","-0.82%"
"2016-05-26","116.58","117.57","117.63","116.39","5.89M","-0.34%"
"2016-05-25","116.98","116.59","117.06","116.32","10.50M","-0.27%"
"2016-05-24","117.30","118.17","118.23","117.25","12.77M","-1.73%"
"2016-05-23","119.37","118.86","119.60","118.75","8.63M","-0.28%"
"2016-05-20","119.71","120.19","120.32","119.31","10.38M","-0.13%"
"2016-05-19","119.87","119.00","119.97","118.92","14.34M","-0.19%"
"2016-05-18","120.10","121.22","121.92","119.88","13.38M","-1.73%"
"2016-05-17","122.22","121.58","122.52","121.48","8.62M","0.34%"
"2016-05-16","121.80","122.93","122.97","121.38","7.10M","0.07%"
"2016-05-13","121.71","121.09","121.86","120.66","7.67M","0.45%"
"2016-05-12","121.16","122.02","122.39","121.00","7.45M","-0.79%"
"2016-05-11","122.12","121.85","122.16","121.38","7.59M","0.94%"
"2016-05-10","120.98","120.74","121.38","120.08","9.84M","0.27%"
"2016-05-09","120.65","121.20","121.28","120.59","9.24M","-2.05%"
"2016-05-06","123.18","122.83","123.81","122.59","11.37M","0.91%"
"2016-05-05","122.07","122.63","122.73","121.25","8.85M","-0.11%"
"2016-05-04","122.21","122.85","123.23","121.51","9.40M","-0.61%"
"2016-05-03","122.96","123.73","123.82","122.51","9.06M","-0.23%"
"2016-05-02","123.24","123.78","123.96","123.05","12.14M","-0.33%"
"2016-04-29","123.65","122.43","123.93","122.34","19.04M","1.95%"
"2016-04-28","121.29","119.92","121.42","119.73","15.13M","1.89%"
"2016-04-27","119.04","118.97","119.70","118.43","7.98M","0.29%"
"2016-04-26","118.70","118.79","118.89","118.45","9.91M","0.40%"
"2016-04-25","118.23","118.14","118.71","118.11","4.37M","0.29%"
"2016-04-22","117.89","118.71","119.02","117.28","10.05M","-1.28%"
"2016-04-21","119.42","120.42","120.55","119.13","14.61M","0.38%"
"2016-04-20","118.97","119.67","120.08","118.72","10.23M","-0.51%"
"2016-04-19","119.58","119.87","120.09","119.37","21.03M","1.56%"
"2016-04-18","117.74","118.53","118.56","117.63","5.81M","-0.15%"
"2016-04-15","117.92","117.33","118.12","117.19","7.84M","0.69%"
"2016-04-14","117.11","118.09","118.19","116.95","13.17M","-1.40%"
"2016-04-13","118.77","119.37","119.43","118.56","8.84M","-1.07%"
"2016-04-12","120.05","120.23","120.34","119.55","9.69M","0.02%"
"2016-04-11","120.03","119.47","120.30","119.42","9.85M","1.35%"
"2016-04-08","118.43","118.07","118.77","117.98","9.08M","-0.15%"
"2016-04-07","118.61","118.65","118.85","115.00","11.90M","1.43%"
"2016-04-06","116.94","116.70","117.39","116.26","7.55M","-0.61%"
"2016-04-05","117.66","117.76","117.93","117.15","8.87M","1.30%"
"2016-04-04","116.15","116.67","116.73","116.07","7.64M","-0.67%"
"2016-04-01","116.93","116.08","116.98","115.55","10.41M","-0.60%"
"2016-03-31","117.64","118.16","118.39","117.60","9.35M","0.46%"
"2016-03-30","117.10","117.88","118.20","116.91","10.77M","-1.40%"
"2016-03-29","118.76","117.36","118.81","116.80","14.47M","1.85%"
"2016-03-28","116.60","116.73","116.91","116.27","3.88M","0.23%"
"2016-03-24","116.33","116.77","116.94","116.30","6.28M","-0.24%"
"2016-03-23","116.61","116.74","117.12","116.16","15.99M","-2.26%"
"2016-03-22","119.31","119.73","120.16","118.96","6.79M","0.29%"
"2016-03-21","118.96","119.00","119.33","118.73","7.24M","-0.70%"
"2016-03-18","119.80","119.59","120.34","119.51","16.97M","-0.27%"
"2016-03-17","120.13","121.16","121.18","120.03","9.91M","-0.38%"
"2016-03-16","120.59","117.42","120.76","117.34","17.33M","2.23%"
"2016-03-15","117.96","117.78","118.04","117.36","9.94M","0.08%"
"2016-03-14","117.87","120.27","120.31","117.50","14.24M","-1.29%"
"2016-03-11","119.41","121.19","121.39","119.36","10.81M","-1.72%"
"2016-03-10","121.50","120.50","121.76","120.42","18.10M","1.61%"
"2016-03-09","119.58","119.20","120.39","118.84","8.67M","-0.83%"
"2016-03-08","120.58","121.79","121.88","120.47","11.53M","-0.46%"
"2016-03-07","121.14","121.18","121.58","120.41","9.36M","0.50%"
"2016-03-04","120.54","121.13","122.37","120.22","16.26M","-0.16%"
"2016-03-03","120.73","118.86","121.30","118.81","18.72M","1.73%"
"2016-03-02","118.68","118.34","118.97","118.07","8.90M","0.77%"
"2016-03-01","117.77","118.74","119.11","117.34","14.14M","-0.73%"
"2016-02-29","118.64","117.59","118.70","117.53","11.52M","1.31%"
"2016-02-26","117.11","117.43","117.72","115.86","12.51M","-0.69%"
"2016-02-25","117.92","117.62","118.91","117.54","12.50M","0.26%"
"2016-02-24","117.61","119.00","119.86","117.35","17.94M","0.33%"
"2016-02-23","117.22","116.68","117.42","116.52","9.03M","1.50%"
"2016-02-22","115.49","115.44","116.19","115.41","10.68M","-1.78%"
"2016-02-19","117.58","117.26","117.97","117.10","15.19M","-0.60%"
"2016-02-18","118.29","115.30","118.59","115.29","13.59M","2.43%"
"2016-02-17","115.48","115.47","116.07","114.89","10.58M","0.62%"
"2016-02-16","114.77","116.00","116.31","114.74","14.60M","-3.03%"
"2016-02-12","118.36","118.12","118.74","117.88","16.98M","-0.59%"
"2016-02-11","119.06","118.59","120.84","117.77","49.14M","4.02%"
"2016-02-10","114.46","113.92","114.52","112.98","13.31M","0.77%"
"2016-02-09","113.58","114.43","114.69","113.55","18.16M","-0.22%"
"2016-02-08","113.83","113.67","114.87","113.39","28.34M","1.34%"
"2016-02-05","112.32","109.79","112.35","109.58","14.78M","1.58%"
"2016-02-04","110.57","110.45","110.70","109.92","13.21M","1.21%"
"2016-02-03","109.25","107.91","109.58","107.90","15.79M","1.07%"
"2016-02-02","108.09","107.92","108.18","107.35","6.66M","0.04%"
"2016-02-01","108.05","107.54","108.15","107.53","10.47M","1.03%"
"2016-01-29","106.95","106.61","107.00","106.26","8.10M","0.38%"
"2016-01-28","106.54","106.55","106.86","106.48","5.91M","-1.07%"
"2016-01-27","107.69","106.86","107.93","106.65","8.27M","0.37%"
"2016-01-26","107.29","106.32","107.43","106.25","8.44M","1.14%"
"2016-01-25","106.08","105.76","106.09","105.60","6.82M","1.03%"
"2016-01-22","105.00","104.93","105.51","104.76","4.19M","-0.46%"
"2016-01-21","105.49","104.99","105.49","104.52","5.43M","0.11%"
"2016-01-20","105.37","105.17","106.16","104.94","10.12M","1.34%"
"2016-01-19","103.98","104.06","104.45","103.65","4.59M","-0.10%"
"2016-01-15","104.08","104.92","104.96","103.97","10.05M","1.03%"
"2016-01-14","103.02","103.75","104.18","102.50","9.99M","-1.62%"
"2016-01-13","104.72","103.89","104.82","103.78","7.32M","0.49%"
"2016-01-12","104.21","104.09","104.59","103.65","5.54M","-0.51%"
"2016-01-11","104.74","105.47","105.57","104.71","6.27M","-0.89%"
"2016-01-08","105.68","105.48","105.80","105.04","7.68M","-0.44%"
"2016-01-07","106.15","105.83","106.24","105.19","11.73M","1.41%"
"2016-01-06","104.67","104.37","104.80","103.93","9.32M","1.44%"
"2016-01-05","103.18","103.13","103.46","102.93","3.50M","0.28%"
"2016-01-04","102.89","103.13","103.67","102.48","6.44M","1.41%"
"2015-12-31","101.46","101.48","101.72","101.31","3.82M","0.04%"
"2015-12-30","101.42","101.47","101.60","101.34","3.74M","-0.76%"
"2015-12-29","102.20","102.52","102.58","102.11","2.83M","-0.07%"
"2015-12-28","102.27","102.48","102.60","102.03","3.36M","-0.76%"
"2015-12-24","103.05","102.82","103.05","102.77","1.71M","0.72%"
"2015-12-23","102.31","102.40","102.59","102.21","2.82M","-0.29%"
"2015-12-22","102.61","103.09","103.20","102.56","4.12M","-0.52%"
"2015-12-21","103.15","102.95","103.52","102.83","6.38M","1.09%"
"2015-12-18","102.04","101.35","102.53","101.30","8.35M","1.53%"
"2015-12-17","100.50","100.92","100.99","100.23","10.16M","-2.19%"
"2015-12-16","102.75","102.59","103.20","101.66","8.29M","1.21%"
"2015-12-15","101.52","101.71","102.06","101.41","6.83M","-0.27%"
"2015-12-14","101.79","102.58","102.72","101.74","5.56M","-1.28%"
"2015-12-11","103.11","101.91","103.32","101.85","6.80M","0.55%"
"2015-12-10","102.55","102.51","102.83","102.34","3.85M","-0.09%"
"2015-12-09","102.64","103.63","103.66","102.32","6.03M","-0.19%"
"2015-12-08","102.84","103.13","103.26","102.53","3.41M","0.17%"
"2015-12-07","102.67","103.32","103.37","102.50","4.39M","-1.30%"
"2015-12-04","104.02","102.74","104.21","102.65","10.67M","2.22%"
"2015-12-03","101.76","101.23","101.97","100.84","6.50M","1.06%"
"2015-12-02","100.69","101.35","101.35","100.53","10.22M","-1.55%"
"2015-12-01","102.28","102.30","102.43","101.81","4.65M","0.35%"
"2015-11-30","101.92","101.53","102.38","101.52","6.77M","0.66%"
"2015-11-27","101.25","101.01","101.62","100.99","4.99M","-1.18%"
"2015-11-25","102.46","102.47","102.69","102.21","2.93M","-0.47%"
"2015-11-24","102.94","103.12","103.25","102.69","3.48M","0.66%"
"2015-11-23","102.26","102.48","102.75","102.16","4.04M","-0.81%"
"2015-11-20","103.09","103.58","103.66","102.97","5.97M","-0.45%"
"2015-11-19","103.56","103.07","104.09","103.07","5.09M","1.10%"
"2015-11-18","102.43","102.39","102.95","102.04","5.04M","0.09%"
"2015-11-17","102.34","103.38","103.40","101.98","8.59M","-1.32%"
"2015-11-16","103.71","103.98","104.03","103.52","2.95M","0.14%"
"2015-11-13","103.56","103.54","103.74","103.45","3.22M","-0.28%"
"2015-11-12","103.85","103.09","104.32","103.04","6.30M","0.02%"
"2015-11-11","103.83","104.09","104.23","103.78","3.53M","-0.34%"
"2015-11-10","104.18","104.09","104.65","103.87","4.45M","-0.21%"
"2015-11-09","104.40","104.29","104.58","104.19","4.13M","0.29%"
"2015-11-06","104.10","104.17","104.42","104.02","8.83M","-1.46%"
"2015-11-05","105.64","106.01","106.10","105.58","5.93M","-0.31%"
"2015-11-04","105.97","107.02","107.09","105.92","7.62M","-0.94%"
"2015-11-03","106.98","107.79","107.81","106.68","7.15M","-1.48%"
"2015-11-02","108.59","108.64","108.84","108.46","5.84M","-0.65%"
"2015-10-30","109.30","109.50","109.58","109.06","5.54M","-0.38%"
"2015-10-29","109.72","110.23","110.60","109.66","5.15M","-0.96%"
"2015-10-28","110.78","112.68","113.25","110.31","8.20M","-0.81%"
"2015-10-27","111.68","111.31","111.81","111.29","2.65M","0.22%"
"2015-10-26","111.43","111.73","111.98","111.33","2.57M","-0.06%"
"2015-10-23","111.50","111.81","111.84","110.96","4.87M","-0.17%"
"2015-10-22","111.69","111.52","112.21","111.43","3.44M","-0.04%"
"2015-10-21","111.73","112.37","112.37","111.41","3.91M","-0.89%"
"2015-10-20","112.73","112.38","113.09","112.38","4.90M","0.63%"
"2015-10-19","112.02","112.64","112.69","111.89","3.96M","-0.42%"
"2015-10-16","112.49","113.24","113.44","112.43","7.33M","-0.71%"
"2015-10-15","113.29","113.20","113.99","112.94","14.08M","-0.46%"
"2015-10-14","113.81","112.63","113.95","112.30","10.21M","1.74%"
"2015-10-13","111.86","111.36","111.87","111.28","5.15M","0.49%"
"2015-10-12","111.31","111.67","111.73","111.01","6.26M","0.40%"
"2015-10-09","110.87","110.54","111.05","110.23","7.91M","1.59%"
"2015-10-08","109.14","109.16","110.27","109.06","5.04M","-0.51%"
"2015-10-07","109.70","109.75","110.14","109.34","5.36M","-0.15%"
"2015-10-06","109.86","109.80","110.26","109.63","7.51M","1.00%"
"2015-10-05","108.77","109.14","109.38","108.46","5.49M","-0.20%"
"2015-10-02","108.99","108.54","109.32","108.54","7.73M","2.12%"
"2015-10-01","106.73","106.98","107.21","106.63","4.28M","-0.12%"
"2015-09-30","106.86","106.78","107.08","106.47","7.41M","-1.04%"
"2015-09-29","107.98","108.24","108.69","107.88","4.04M","-0.41%"
"2015-09-28","108.42","108.37","108.91","108.27","3.81M","-1.27%"
"2015-09-25","109.81","109.87","110.03","109.55","5.21M","-0.62%"
"2015-09-24","110.49","109.67","110.82","109.63","11.02M","2.10%"
"2015-09-23","108.22","108.54","108.64","108.20","2.74M","0.40%"
"2015-09-22","107.79","107.58","107.96","107.44","5.48M","-0.68%"
"2015-09-21","108.53","108.49","108.66","108.33","4.10M","-0.62%"
"2015-09-18","109.21","109.10","109.38","108.82","6.79M","0.74%"
"2015-09-17","108.41","107.07","108.58","106.96","8.40M","1.03%"
"2015-09-16","107.31","106.60","107.71","106.56","5.32M","1.33%"
"2015-09-15","105.90","105.83","106.06","105.68","2.90M","-0.30%"
"2015-09-14","106.22","105.86","106.39","105.78","2.35M","0.06%"
"2015-09-11","106.16","105.65","106.20","105.27","4.02M","-0.21%"
"2015-09-10","106.38","106.61","106.70","106.18","6.20M","0.24%"
"2015-09-09","106.13","106.64","106.71","105.48","8.86M","-1.29%"
"2015-09-08","107.52","107.60","107.94","107.31","5.98M","0.03%"
"2015-09-04","107.49","107.14","107.56","107.07","4.03M","-0.32%"
"2015-09-03","107.84","107.77","108.32","107.56","3.91M","-0.72%"
"2015-09-02","108.62","109.01","109.34","108.46","4.12M","-0.53%"
"2015-09-01","109.20","109.63","109.77","108.94","7.08M","0.35%"
"2015-08-31","108.82","108.19","108.92","108.03","4.53M","0.11%"
"2015-08-28","108.70","108.17","109.30","108.12","7.56M","0.90%"
"2015-08-27","107.73","107.33","108.04","107.11","8.10M","0.06%"
"2015-08-26","107.67","107.72","108.06","107.08","10.86M","-1.36%"
"2015-08-25","109.16","110.01","110.05","108.72","9.97M","-1.24%"
"2015-08-24","110.53","111.54","112.12","109.77","18.39M","-0.54%"
"2015-08-21","111.13","110.93","111.33","110.12","13.92M","0.62%"
"2015-08-20","110.44","109.81","110.61","109.70","12.55M","1.74%"
"2015-08-19","108.55","107.63","108.67","107.63","7.04M","1.34%"
"2015-08-18","107.11","106.67","107.33","106.31","4.12M","-0.02%"
"2015-08-17","107.13","107.37","107.51","107.00","5.77M","0.26%"
"2015-08-14","106.85","107.07","107.41","106.54","3.51M","-0.01%"
"2015-08-13","106.86","106.95","107.18","106.71","4.76M","-0.83%"
"2015-08-12","107.75","106.99","107.91","106.93","10.02M","1.40%"
"2015-08-11","106.26","106.49","106.63","105.77","4.06M","0.51%"
"2015-08-10","105.72","105.03","106.27","104.92","5.89M","1.02%"
"2015-08-07","104.65","104.56","105.38","104.55","4.40M","0.25%"
"2015-08-06","104.39","104.15","104.86","104.14","3.91M","0.44%"
"2015-08-05","103.93","104.42","104.50","103.78","5.04M","-0.36%"
"2015-08-04","104.31","104.56","104.75","103.95","3.24M","0.20%"
"2015-08-03","104.10","104.59","104.82","104.05","3.53M","-0.79%"
"2015-07-31","104.93","105.41","105.75","104.69","6.69M","0.63%"
"2015-07-30","104.27","104.03","104.97","103.86","6.65M","-0.86%"
"2015-07-29","105.17","104.93","105.63","104.49","5.62M","0.14%"
"2015-07-28","105.02","105.09","105.33","104.83","5.55M","0.15%"
"2015-07-27","104.86","104.94","105.68","104.66","10.69M","-0.47%"
"2015-07-24","105.35","103.61","105.59","103.43","11.57M","0.98%"
"2015-07-23","104.33","104.98","105.30","104.20","5.78M","-0.45%"
"2015-07-22","104.80","104.39","105.09","104.18","8.35M","-0.54%"
"2015-07-21","105.37","105.81","106.32","105.25","10.52M","-0.31%"
"2015-07-20","105.70","106.60","106.65","105.62","15.75M","-2.72%"
"2015-07-17","108.65","109.11","109.16","108.40","14.86M","-1.01%"
"2015-07-16","109.76","109.67","110.01","109.60","4.63M","-0.36%"
"2015-07-15","110.16","110.00","110.19","109.58","9.29M","-0.52%"
"2015-07-14","110.74","111.00","111.08","110.63","2.60M","-0.23%"
"2015-07-13","110.99","110.43","111.14","110.36","4.28M","-0.45%"
"2015-07-10","111.49","111.18","111.71","111.03","3.59M","0.12%"
"2015-07-09","111.36","111.80","111.93","111.15","3.80M","0.24%"
"2015-07-08","111.09","111.38","111.65","111.08","5.69M","0.30%"
"2015-07-07","110.76","111.08","111.14","110.05","9.07M","-1.16%"
"2015-07-06","112.06","111.71","112.58","111.63","4.26M","0.27%"
"2015-07-02","111.76","111.66","111.84","111.41","3.84M","-0.20%"
"2015-07-01","111.98","112.12","112.51","111.94","4.41M","-0.35%"
"2015-06-30","112.37","112.24","113.05","111.84","7.90M","-0.62%"
"2015-06-29","113.07","112.81","113.23","112.53","5.82M","0.45%"
"2015-06-26","112.56","112.20","112.68","112.13","4.39M","0.11%"
"2015-06-25","112.44","112.43","112.71","112.32","2.90M","-0.13%"
"2015-06-24","112.59","112.48","112.74","112.31","2.98M","-0.27%"
"2015-06-23","112.89","112.96","113.17","112.79","4.52M","-0.66%"
"2015-06-22","113.64","113.79","113.94","113.34","5.76M","-1.29%"
"2015-06-19","115.12","115.34","115.46","114.95","4.61M","-0.17%"
"2015-06-18","115.32","115.19","115.61","114.89","8.04M","1.29%"
"2015-06-17","113.85","113.07","114.04","112.63","6.46M","0.47%"
"2015-06-16","113.32","113.08","113.45","112.79","4.03M","-0.36%"
"2015-06-15","113.73","113.28","114.15","113.21","5.06M","0.44%"
"2015-06-12","113.23","113.06","113.50","112.96","3.00M","-0.03%"
"2015-06-11","113.26","113.27","113.41","112.92","4.43M","-0.46%"
"2015-06-10","113.78","114.14","114.14","113.69","5.45M","0.85%"
"2015-06-09","112.82","113.15","113.23","112.71","3.53M","0.22%"
"2015-06-08","112.57","112.39","112.66","112.13","3.12M","0.29%"
"2015-06-05","112.24","111.60","112.39","111.57","5.56M","-0.53%"
"2015-06-04","112.84","112.98","113.15","112.48","5.57M","-0.70%"
"2015-06-03","113.64","114.13","114.37","113.08","4.89M","-0.72%"
"2015-06-02","114.46","114.36","114.64","114.17","3.99M","0.40%"
"2015-06-01","114.00","115.02","115.50","113.90","8.25M","-0.09%"
"2015-05-29","114.10","114.14","114.48","114.00","3.41M","0.07%"
"2015-05-28","114.02","113.85","114.16","113.21","5.27M","0.11%"
"2015-05-27","113.89","113.78","114.01","113.63","2.68M","-0.02%"
"2015-05-26","113.91","113.84","114.23","113.70","5.77M","-1.46%"
"2015-05-22","115.60","115.51","115.93","115.32","1.78M","-0.08%"
"2015-05-21","115.69","115.53","116.00","115.47","2.51M","-0.34%"
"2015-05-20","116.08","116.03","116.38","115.76","4.43M","0.16%"
"2015-05-19","115.89","116.55","116.73","115.65","5.05M","-1.39%"
"2015-05-18","117.52","117.78","117.88","117.27","5.08M","-0.01%"
"2015-05-15","117.53","116.80","117.63","116.68","4.45M","0.30%"
"2015-05-14","117.18","117.28","117.75","117.03","6.92M","0.54%"
"2015-05-13","116.55","115.74","116.93","115.68","11.77M","1.79%"
"2015-05-12","114.50","114.10","114.67","114.06","3.26M","0.85%"
"2015-05-11","113.53","114.09","114.31","113.08","2.92M","-0.39%"
"2015-05-08","113.97","114.34","114.43","113.59","9.96M","0.48%"
"2015-05-07","113.42","113.84","114.01","113.32","5.46M","-0.82%"
"2015-05-06","114.36","114.59","114.75","114.02","3.28M","-0.05%"
"2015-05-05","114.42","114.89","115.11","114.39","3.86M","0.28%"
"2015-05-04","114.10","114.18","114.44","113.88","3.65M","0.90%"
"2015-05-01","113.08","112.42","113.31","112.28","7.60M","-0.34%"
"2015-04-30","113.47","113.88","113.88","112.96","9.44M","-1.77%"
"2015-04-29","115.51","116.06","116.39","115.28","7.17M","-0.70%"
"2015-04-28","116.33","115.36","116.62","115.34","8.05M","0.87%"
"2015-04-27","115.33","113.87","115.82","113.67","7.49M","2.02%"
"2015-04-24","113.05","113.96","114.07","112.77","7.15M","-1.40%"
"2015-04-23","114.66","113.90","114.96","113.81","3.46M","0.73%"
"2015-04-22","113.83","114.83","114.96","113.77","5.70M","-1.34%"
"2015-04-21","115.38","114.72","115.56","114.65","3.32M","0.58%"
"2015-04-20","114.72","114.82","114.95","114.32","3.93M","-0.76%"
"2015-04-17","115.60","115.38","115.79","115.23","3.50M","0.50%"
"2015-04-16","115.03","115.55","115.66","114.64","3.13M","-0.35%"
"2015-04-15","115.43","114.80","115.60","114.47","3.66M","0.87%"
"2015-04-14","114.44","114.69","115.07","114.39","3.65M","-0.61%"
"2015-04-13","115.14","115.35","115.39","114.80","3.19M","-0.72%"
"2015-04-10","115.97","116.00","116.19","115.50","3.93M","1.13%"
"2015-04-09","114.67","114.80","114.85","114.48","4.71M","-0.69%"
"2015-04-08","115.47","115.98","116.03","114.90","5.57M","-0.55%"
"2015-04-07","116.11","116.27","116.51","115.94","2.47M","-0.50%"
"2015-04-06","116.69","117.32","117.47","116.52","5.91M","1.22%"
"2015-04-02","115.28","115.47","115.72","114.68","3.88M","-0.28%"
"2015-04-01","115.60","114.56","115.99","114.54","7.32M","1.71%"
"2015-03-31","113.66","113.84","114.28","113.41","4.38M","-0.08%"
"2015-03-30","113.75","113.90","114.01","113.54","4.38M","-1.14%"
"2015-03-27","115.06","115.14","115.36","114.45","4.92M","-0.36%"
"2015-03-26","115.48","115.73","115.84","115.34","5.50M","0.65%"
"2015-03-25","114.73","115.11","115.14","114.65","3.02M","0.14%"
"2015-03-24","114.57","114.35","114.65","113.82","2.98M","0.24%"
"2015-03-23","114.29","113.70","114.37","113.49","4.24M","0.63%"
"2015-03-20","113.57","112.71","114.00","112.67","8.03M","1.14%"
"2015-03-19","112.29","111.85","112.58","111.58","6.54M","-0.07%"
"2015-03-18","112.37","110.33","112.87","110.09","12.45M","1.96%"
"2015-03-17","110.21","109.92","111.35","109.77","8.92M","-0.54%"
"2015-03-16","110.81","111.09","111.20","110.42","3.27M","-0.06%"
"2015-03-13","110.88","111.10","111.28","110.51","4.56M","0.14%"
"2015-03-12","110.72","111.15","111.20","110.25","6.63M","-0.03%"
"2015-03-11","110.75","111.23","111.25","110.16","6.55M","-0.60%"
"2015-03-10","111.42","112.09","112.35","111.22","7.02M","-0.49%"
"2015-03-09","111.97","112.42","112.62","111.95","5.53M","0.10%"
"2015-03-06","111.86","113.17","113.26","111.70","11.19M","-2.73%"
"2015-03-05","115.00","115.43","116.12","114.84","5.87M","-0.10%"
"2015-03-04","115.11","115.70","115.79","115.02","4.76M","-0.31%"
"2015-03-03","115.47","116.04","116.61","115.35","4.74M","-0.18%"
"2015-03-02","115.68","116.50","116.64","115.62","7.99M","-0.41%"
"2015-02-27","116.16","116.74","117.07","116.16","8.26M","0.08%"
"2015-02-26","116.07","116.54","116.55","115.83","4.03M","0.32%"
"2015-02-25","115.70","115.83","115.89","115.33","5.03M","0.38%"
"2015-02-24","115.26","115.00","115.55","114.29","7.61M","-0.15%"
"2015-02-23","115.43","115.11","116.22","115.07","4.81M","0.13%"
"2015-02-20","115.28","116.10","116.45","115.05","6.68M","-0.57%"
"2015-02-19","115.94","116.40","116.54","115.74","6.53M","-0.34%"
"2015-02-18","116.34","115.99","116.53","114.99","8.34M","0.28%"
"2015-02-17","116.01","116.40","116.54","115.58","7.23M","-1.67%"
"2015-02-13","117.98","118.05","118.58","117.79","4.11M","0.55%"
"2015-02-12","117.34","117.68","117.82","117.09","4.34M","0.23%"
"2015-02-11","117.07","118.49","118.57","117.00","6.78M","-1.18%"
"2015-02-10","118.47","118.63","119.06","118.21","4.09M","-0.59%"
"2015-02-09","119.17","118.83","119.40","118.77","5.24M","0.45%"
"2015-02-06","118.64","119.15","119.52","117.95","13.21M","-2.59%"
"2015-02-05","121.79","120.98","121.83","120.61","6.88M","0.17%"
"2015-02-04","121.58","121.63","122.22","120.92","5.39M","0.44%"
"2015-02-03","121.05","121.74","121.76","120.56","8.26M","-1.12%"
"2015-02-02","122.42","121.84","123.16","121.82","8.89M","-0.83%"
"2015-01-30","123.45","121.30","123.55","120.92","14.56M","2.23%"
"2015-01-29","120.76","121.99","122.29","120.26","12.00M","-2.16%"
"2015-01-28","123.42","123.52","123.89","122.94","8.47M","-0.79%"
"2015-01-27","124.40","123.56","124.64","123.51","9.58M","1.15%"
"2015-01-26","122.99","123.33","123.34","122.52","6.77M","-1.00%"
"2015-01-23","124.23","124.43","124.50","123.35","6.27M","-0.80%"
"2015-01-22","125.23","125.07","125.58","124.14","10.52M","0.80%"
"2015-01-21","124.23","125.18","125.34","123.37","11.08M","0.02%"
"2015-01-20","124.20","123.63","124.60","123.49","14.97M","1.37%"
"2015-01-16","122.52","121.73","123.15","121.70","14.43M","1.31%"
"2015-01-15","120.94","120.41","121.69","120.34","17.69M","2.52%"
"2015-01-14","117.97","119.08","119.32","117.90","7.73M","-0.16%"
"2015-01-13","118.16","118.96","119.19","117.87","7.69M","-0.34%"
"2015-01-12","118.56","117.46","118.71","117.32","8.32M","1.11%"
"2015-01-09","117.26","116.51","117.34","116.50","7.96M","1.14%"
"2015-01-08","115.94","116.45","116.87","115.85","7.03M","-0.42%"
"2015-01-07","116.43","116.47","116.88","116.17","6.43M","-0.59%"
"2015-01-06","117.12","116.22","117.50","115.80","11.24M","1.14%"
"2015-01-05","115.80","114.78","116.00","114.73","8.18M","1.51%"
"2015-01-02","114.08","112.49","114.80","112.32","7.11M","0.44%"
"2014-12-31","113.58","114.89","115.00","113.28","7.62M","-1.41%"
"2014-12-30","115.20","114.99","116.26","114.90","7.99M","1.35%"
"2014-12-29","113.67","114.61","114.64","113.23","12.96M","-1.01%"
"2014-12-26","114.83","114.82","114.98","114.53","3.77M","1.83%"
"2014-12-24","112.77","112.83","112.92","112.66","1.50M","0.03%"
"2014-12-23","112.74","112.88","113.32","112.61","7.76M","0.17%"
"2014-12-22","112.55","114.81","114.97","112.41","7.48M","-1.93%"
"2014-12-19","114.77","115.06","115.22","114.77","4.65M","-0.33%"
"2014-12-18","115.15","115.59","115.81","114.58","5.26M","0.77%"
"2014-12-17","114.27","115.10","115.48","113.58","9.10M","-0.59%"
"2014-12-16","114.95","116.28","116.50","114.07","9.17M","0.49%"
"2014-12-15","114.39","116.22","116.97","114.36","8.80M","-2.57%"
"2014-12-12","117.41","117.39","117.80","116.68","4.74M","-0.24%"
"2014-12-11","117.69","116.98","118.38","116.82","5.21M","-0.23%"
"2014-12-10","117.96","118.15","118.47","117.81","4.28M","-0.19%"
"2014-12-09","118.19","117.04","118.99","116.98","10.47M","2.08%"
"2014-12-08","115.78","114.97","116.16","114.46","5.22M","1.18%"
"2014-12-05","114.43","115.16","115.18","114.24","6.33M","-1.25%"
"2014-12-04","115.88","116.01","116.34","115.61","3.62M","-0.39%"
"2014-12-03","116.33","115.68","116.76","115.56","5.76M","1.03%"
"2014-12-02","115.14","115.13","115.71","114.72","6.38M","-1.24%"
"2014-12-01","116.58","113.80","117.36","113.74","15.64M","3.99%"
"2014-11-28","112.11","113.53","113.83","111.95","9.62M","-2.65%"
"2014-11-26","115.16","115.25","115.34","114.98","3.18M","-0.19%"
"2014-11-25","115.38","115.10","115.47","114.90","9.05M","0.23%"
"2014-11-24","115.11","115.15","115.37","114.79","4.70M","-0.24%"
"2014-11-21","115.39","115.58","115.96","114.47","6.56M","0.46%"
"2014-11-20","114.86","114.57","115.02","114.09","5.61M","1.04%"
"2014-11-19","113.68","114.93","115.35","112.88","12.00M","-1.19%"
